Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,1,3221.071782,0,1.7976931348623157E308,2481141,0.0,0.0,1,3221.071782,0,0.0,SAT,,397.85,
2,1,1,3234.418022,0,1.7976931348623157E308,13091282,0.0,0.0,1,3234.418022,1,0.0,SAT,,392.137,
3,2,1,3530.024683,0,1.7976931348623157E308,13091282,0.0,0.0,1,3530.024683,1,0.0,SAT,,396.825,
4,1,1,3283.489308,0,1.7976931348623157E308,3389704,0.0,0.0,1,3283.489308,1,0.0,SAT,,391.714,
5,3,1,3234.066348,0,1.7976931348623157E308,2481141,0.0,0.0,1,3234.066348,1,0.0,SAT,,415.399,
6,3,1,3274.226514,0,1.7976931348623157E308,13091282,0.0,0.0,1,3274.226514,1,0.0,SAT,,406.311,
7,3,1,3226.609657,0,1.7976931348623157E308,3389704,0.0,0.0,1,3226.609657,1,0.0,SAT,,403.776,
8,3,1,3186.726583,0,1.7976931348623157E308,6761458,0.0,0.0,1,3186.726583,1,0.0,SAT,,399.903,
9,4,1,3415.074817,0,1.7976931348623157E308,6761458,0.0,0.0,1,3415.074817,1,0.0,SAT,,390.588,
10,3,1,3239.213679,0,1.7976931348623157E308,3122859,0.0,0.0,1,3239.213679,1,0.0,SAT,,390.273,
11,5,1,3583.738276,0,1.7976931348623157E308,6761458,0.0,0.0,1,3583.738276,1,0.0,SAT,,395.286,
12,3,1,3282.676495,0,1.7976931348623157E308,6357639,0.0,0.0,1,3282.676495,1,0.0,SAT,,395.397,
13,6,1,3284.118888,0,1.7976931348623157E308,6357639,0.0,0.0,1,3284.118888,1,0.0,SAT,,383.663,
14,3,1,3334.552092,0,1.7976931348623157E308,4707541,0.0,0.0,1,3334.552092,2,0.0,SAT,,385.096,
15,7,1,3353.617742,0,1.7976931348623157E308,3389704,0.0,0.0,1,3353.617742,2,0.0,SAT,,393.827,
16,3,1,3225.598956,0,1.7976931348623157E308,2251515,0.0,0.0,1,3225.598956,2,0.0,SAT,,394.022,
17,8,1,3514.161534,0,1.7976931348623157E308,3389704,0.0,0.0,1,3514.161534,2,0.0,SAT,,398.39,
18,3,1,3240.080849,0,1.7976931348623157E308,15479608,0.0,0.0,1,3240.080849,2,0.0,SAT,,407.438,
19,7,1,3293.247594,0,1.7976931348623157E308,15479608,0.0,0.0,1,3293.247594,2,0.0,SAT,,392.938,
20,3,1,3279.66395,0,1.7976931348623157E308,1113104,0.0,0.0,1,3279.66395,2,0.0,SAT,,387.682,
21,9,1,3568.432613,0,1.7976931348623157E308,13091282,0.0,0.0,1,3568.432613,2,0.0,SAT,,389.61,
22,3,1,3319.974038,0,1.7976931348623157E308,13069015,0.0,0.0,1,3319.974038,2,0.0,SAT,,391.413,
23,7,1,3544.741562,0,1.7976931348623157E308,13069015,0.0,0.0,1,3544.741562,2,0.0,SAT,,400.788,
