1,0.03024193548387097
2,0.04233870967741935
3,0.6754032258064516
4,0.7641129032258065
5,0.19556451612903225
6,0.8205645161290323
7,0.3125
8,0.4012096774193548
9,0.5423387096774194
10,0.018145161290322582
11,0.11491935483870967
12,0.02217741935483871
13,0.9616935483870968
14,0.3165322580645161
15,0.12701612903225806
16,0.19153225806451613
17,0.12298387096774194
18,0.5745967741935484
19,0.37701612903225806
20,0.15120967741935484
21,0.6270161290322581
22,0.5826612903225806
23,0.7036290322580645
24,0.7237903225806451
25,0.9334677419354839
26,0.7076612903225806
27,0.32056451612903225
28,0.3326612903225806
29,0.9173387096774194
30,0.02620967741935484
